SHA,Author,Author_Date,complexity_raw,accumulative_raw
a43551c05691753b00caf63f14335e1fbfe95058,Kovah,26/5/2016,14930.65,651159.43
5ce8840072721e828b55c44aff68215263e088c5,Chab,12/5/2016,14930.65,666090.08
f380d2002a26d24077d12430792a4978022ecda8,Kovah,11/5/2016,14912.64,681002.72
d7b38f85107bdfc1d406a45f50cf1ba41a5cfb07,Kovah,10/5/2016,14912.64,695915.36
1d6795e85485fb1ba4226ac0a18b6b8f9cd4ed60,Kovah,9/5/2016,14892.48,710807.84
e64f6a5481e3fae05eee00e8c7a524eb0bee565a,Chab,8/5/2016,14921.28,725729.12
50c8ddbe4e84eb25c2b83ce278e902a67eac45c7,Chab,6/5/2016,14912.64,740641.76
7e7188b9d50bf189faf4fa9356c52e9bed1881d6,Chris De David,24/3/2016,14895.36,755537.12
58722006753cb57304cd8409c87a064ec978a510,Leman Kwok,23/3/2016,14895.36,770432.48
c1fa1891730e22606ed249c3f3ed8e919bc54dea,Kovah,6/2/2016,14891.04,785323.52
9280f3d33fd35f83dd788aa96be1f4e0660f862f,Kovah,3/2/2016,14891.04,800214.56
56422bd863b68d220c4f087330280a0e18889135,Kovah,2/2/2016,14885.28,815099.84
5c06762800d8985b31390aa0934df930b7df81d3,Fabian Vogler,1/2/2016,14885.28,829985.12
d63d75af2e2cfcdf5d061ee621fa276aed7e9942,Kovah,30/1/2016,14885.28,844870.4
de08ee0b4bd00e21a5a32e74b14fd1a1213967e0,Kovah,29/1/2016,14885.28,859755.68
01fb4da709fea69ebf1b93a76611534356ed04f8,Massimiliano Losego,9/1/2016,14899.68,874655.36
7fc6acdb452d87d33975586f22b674c934d332f8,Raymond,22/12/2015,14902.56,889557.92
559a4cbd4a72f79b285c8fbebceb4284277e0e27,Kovah,17/12/2015,14880.96,904438.88
a81387e94b75ee384d1033ae7ad5c79b6b4a5fba,Kovah,13/12/2015,14880.96,919319.84
a197ea70074f320ee6f44472a489de7a7085c790,Kovah,26/11/2015,14880.96,934200.8
7186146b74287cca9a22c9b869b8857448ade190,Kovah,24/11/2015,14702.68,948903.48
f787e7ffabbd41c66f061024addc2e26bf179103,Kovah,16/11/2015,1171.28,950074.76
6e8541949c2a5f5ac194ec8e411bc0ec3ce4918a,Kovah,30/10/2015,14702.68,964777.44
4cf0d75ffb7131009eebee95edb32b5840810cd3,Kovah,27/10/2015,14702.68,979480.12
57a5a05b4904d08eff5b1d6869233689fb5d9f5c,Kovah,26/10/2015,1168.86,980648.98
859e9e2d0b034eb16cbe9d7e9e1ab884d316ead2,Michal Jaskurzynski,25/10/2015,14701.26,995350.24
eeac716b65ba24a55f0d4c8870fa40faceca09d3,Michal Jaskurzynski,18/10/2015,14701.26,1010051.5
f756909597b1458196b0b8908919f5b6485d1a54,Kovah,9/10/2015,14701.26,1024752.76
c69c6c63d750f4e1a049120880a345eb6bf50ae7,Kovah,11/9/2015,14701.26,1039454.02
9400a734eaf7c434ef515ae2fbadffe1f73eb184,flai,7/9/2015,1155.49,1040609.51
511520025caef93d844a5bf323dba13da4a8beaa,WebNinjrDesign,5/9/2015,14701.26,1055310.77
41a5f2097f97291bf43edfd86125bd867499fb36,WebNinjrDesign,31/8/2015,14695.02,1070005.79
7866eebf0e90eccfd408837eaaf23a83597a6a2a,WebNinjrDesign,30/8/2015,14695.02,1084700.81
f9121a429aa228d8931e7c191405cb8e422f7079,Tim MacDonald,28/8/2015,14695.02,1099395.83
100e8b05a74c2a78cd7fc9382c02532aa880e77e,pauluZ,21/8/2015,14695.02,1114090.85
25771d1f93048df8be2e123de32733f2010d9452,pauluZ,12/8/2015,14695.02,1128785.87
1edf1956634d5895fe89b8b6d2a8860788835de9,Irimia,10/8/2015,14695.02,1143480.89
9e7da04f4ab69711560a2c0beec427e5cf410b0c,vankooch,7/8/2015,14695.02,1158175.91
1f689f0563a6ecef5143812ead79607497624e6f,Ali Alwash,6/8/2015,14695.02,1172870.93
de671a82474b342e2bd664efcc2f090948e494a9,pauluZ,31/7/2015,14695.02,1187565.95
c3a632319ed7f2ce6f62b89163259fbddfb0b038,Christian González,27/7/2015,14695.02,1202260.97
b75062f9f0b2651f0dfa9d8e910878cb48a6bcb9,Christian González,25/7/2015,14695.02,1216955.99
37abcb30a6c46eb23c70c515699be509a2e436ba,pauluZ,22/7/2015,14693.61,1231649.6
2eef4366982830802f74472b0ee97a85d435d682,Timo Bartholomes,15/7/2015,14693.61,1246343.21
ca925e32b24bd64943b27357acf5a2ed37afaf9f,Timo Bartholomes,8/7/2015,14891.04,1261234.25
dc8964b40254d04c7b6132f234e1c8cb4f40fb52,Kovah,21/6/2015,14693.61,1275927.86
f7e7d6535176a838f44bd2eb3e31c39853645656,Kovah,14/6/2015,14689.38,1290617.24
c6531ce360bedf916d633aee360b52388223b475,Kovah,7/6/2015,14689.38,1305306.62
689abedd14e579bcc4e7ed0281b54913aabb84f7,Kovah,5/6/2015,14689.38,1319996
80d62c92cf0286ca7fae786d55c1bc87c12127d2,Kovah,24/5/2015,14689.38,1334685.38
5dcdea124ef0b2fde28821509a4fb6813d58e83c,Patrick Mainka,23/5/2015,14686.56,1349371.94
f630c39dff4951cb966e377c2910cb425ed0ec4f,Kovah,22/5/2015,14689.38,1364061.32
5169ec0af857fd3ad6d30515dad77a84a78d6fc3,Kovah,21/5/2015,14689.38,1378750.7
9107058e103cbe862d5d3ad65ec74cf8cb4345c4,Kovah,20/5/2015,14689.38,1393440.08
94d7227161aad56a06c6c315325b24133b12a6ca,pauluZ,19/5/2015,14689.38,1408129.46
9479d0d45b1be89891fc73a11a9dc11cdc5481b6,Patrick Mainka,18/5/2015,14686.56,1422816.02
48bfd0759c8d71e6171d9c19bb31d57ad7853fb5,Patrick Mainka,17/5/2015,14686.56,1437502.58
1b5a3020e6f16ee71b2073895430fa7ff561805a,Patrick Mainka,16/5/2015,14686.56,1452189.14
ae623a2b4525ff9de6621d6505006d38fdf74aab,Kovah,15/5/2015,14670.06,1466859.2
10cc1d5f6f661688a39bce5c95789552eb1a6c01,pauluZ,14/5/2015,14689.38,1481548.58
f539b1582d02233f45502a76e9a8a59592cb0b44,Patrick Mainka,9/5/2015,14674.8,1496223.38
1f8f2c1a1d387d8070098d96f395518d381e6dd8,Kovah,7/5/2015,14670.06,1510893.44
440c4c8a617a375a8f9bd8af9b00c83bd42d1827,Kovah,6/5/2015,14668.67,1525562.11
60c26b020eb4d7eb9531dc2ae41dbc4c98c9ec36,Kovah,5/5/2015,14644.8,1540206.91
a794fa3fe6d8f0b31c382a75bd046958099af2a4,Kovah,4/5/2015,14642.1,1554849.01
0567c40d901ffbc44b71ad79239df0ac4a4ce7ec,Kovah,3/5/2015,14639.4,1569488.41
242ce26f3667aa4b20414eb29ce08eab50fbc628,Kovah,2/5/2015,14656.16,1584144.57
8273c356a19829aee778ad8d895d9debe0fc03e4,cz-vilda,1/5/2015,14639.4,1598783.97
c5cb9868faae0a9a6e1459c2fd06b563bdf35f3e,Kovah,30/4/2015,14639.4,1613423.37
292cd53773b5342cb3fc88e3c50da44f167bc1a4,CarlosDom,23/4/2015,14654.77,1628078.14
a56ed3d7eaa8181b8586c5cfb41c88cf886c6aff,Kovah,22/4/2015,14639.4,1642717.54
8620a7855564da26591295d91fac2c763f5cdadc,cz-vilda,21/4/2015,14657.55,1657375.09
997b35c55cb196d19a49c65ef2b6311eaf66d805,cz-vilda,20/4/2015,14657.55,1672032.64
f383cdecf9d6d009a882a70df165177202676657,Kovah,19/4/2015,14639.4,1686672.04
4527905e8f5c81420f0b783590312a7d8d051b43,Kovah,15/4/2015,14639.4,1701311.44
271ca1714233aa668910b4d53fde423c6b1fabb7,Kovah,14/4/2015,14654.77,1715966.21
cf9d37d46fdf940bb1f1e8704c07863cb14b67c3,Kovah,13/4/2015,14644.8,1730611.01
08bf873abeef029e39f19bffa8472afcd8279485,Kovah,12/4/2015,14657.55,1745268.56
6d711375c69ac45c61702bfd1d55e269d754bad5,Kovah,11/4/2015,14640.75,1759909.31
65d7dc7f2149fd1c9334064362bfcd6f00817aa5,Max Maass,10/4/2015,14640.75,1774550.06
bae2fbdbc928e365826b7c5781efb447562028e9,Kovah,7/4/2015,14640.75,1789190.81
27e065ed0a33fae5c1b0c8fa6eece40a09c85866,Kovah,6/4/2015,14640.75,1803831.56
92486881eafbad311f119cc075e1223e46e20e08,Kovah,5/4/2015,14636.7,1818468.26
04c170e66fa0645ebaa99c523632f03e50061ace,Kovah,2/4/2015,14636.7,1833104.96
2938d9fc48fa692a35a4f22e86ade666f0f89d66,Kovah,27/3/2015,14635.35,1847740.31
7b9041befcb760e8be67c88d9feaaa6784c102e9,Kovah,23/3/2015,14634,1862374.31
770c50f9bb14f27ae22b25eff7a81776d48a0234,Patrick Mainka,22/3/2015,14634,1877008.31
1375ef0cf3c1b24cddb2d41316edabb93aaca4e0,Patrick Mainka,21/3/2015,14634,1891642.31
69039c8e6d032f1ededd0d6f62eb8a789898f769,Kovah,18/3/2015,14634,1906276.31
d4acdb66130570f7da912cbe6e83ad60cbb18b6c,Kovah,16/3/2015,14632.65,1920908.96
1a483ff0abf3ddda1170063c961b90a1ba80b63d,CarlosDom,13/3/2015,14634,1935542.96
e3813a5e6de5e056337853f4e9547499ae9c729c,Kovah,10/3/2015,14634,1950176.96
f1ce408dcc8778cc580334077b266c15e632d4fc,Carlos Alba,9/3/2015,14413.95,1964590.91
9b856127140d7c3c2de2220292f0808ae4a973a5,Kovah,8/3/2015,14620.5,1979211.41
fe82e05e20e4fb10b35e763042bdf2d0d6dde6ec,Kovah,7/3/2015,14620.5,1993831.91
f98fa7fa792b5fb5303ad5e0b297920983d3d194,Carlos Alba,6/3/2015,14413.95,2008245.86
2252ec1fd15ca845f6ecc56dd50fa25cf56911d7,Kovah,4/3/2015,14436.9,2022682.76
b968296aa6ef3b20b88ed0828f1f133bdaf95885,Kovah,2/3/2015,14432.85,2037115.61
8661ad8bda60d6a61bc5f706d8aea530d0006983,Kovah,27/2/2015,14412.6,2051528.21
424a7bd6aa666e432aa0475f64454e3bb85fb2c2,Kovah,25/2/2015,14412.6,2065940.81
975905d1879d67758b29f0d71f057dc9bd9a200b,domatix,24/2/2015,14401.8,2080342.61
2155e5392b78abebfddc32156e2a681c310037dc,Kovah,21/2/2015,14403.15,2094745.76
7148c355a12a1cd175e39cae3bef5df4fcf5c407,domatix,20/2/2015,14413.95,2109159.71
09083488e0d9a486f92e80c4f91ca0c29d17fb71,cz-vilda,19/2/2015,14401.8,2123561.51
087c46d212d7149847a0fefa0a052a082f2337da,Kovah,18/2/2015,14400.45,2137961.96
5f7589b04efa30163dcfd4a16a2997a2da1adb04,Kovah,17/2/2015,14383.2,2152345.16
d4c53efb64bc2398eb2b70952ea20f4d46d011ea,cz-vilda,9/2/2015,14395.62,2166740.78
ee89bf6c8c61d5f26e58d53d1f1c27588d41a9e3,egrueda,8/2/2015,14390.26,2181131.04
6678940ec69f131479266617c4d3ffbbc5831894,Piero Steinger,3/2/2015,14378,2195509.04
6bdfa5a999bcade4bca3eb9c695335c0d33c30fa,Kovah,30/1/2015,14380.6,2209889.64
70fe458517295dd084f9e069ac4c96b09d9a48de,Kovah,27/1/2015,14375.4,2224265.04
5e21b8d6e062a34e9330d5d910649e389602212f,Jadaw1n,19/1/2015,14380.6,2238645.64
dbd1de0afd1a741a8694c6559ac9fff7861d24ea,Timo Bartholomes,17/1/2015,14375.4,2253021.04
58730ad5202dcc280f62af49c072140025ea8b14,Piero Steinger,15/1/2015,14379.63,2267400.67
462ca9c96a0389f760ab349c60cfae01e0132913,cz-vilda,12/1/2015,14379.63,2281780.3
ea5f02660b437ee2a526fa4a23c7fc8b221ea19a,cz-vilda,11/1/2015,14379.63,2296159.93
5d1b371a19bb2b9824a12202c4d5100c335bb68c,Piero Steinger,10/1/2015,14379.63,2310539.56
4845618aa927f3e2fe118bc5c01f130646d9727b,miquel-cabanas,9/1/2015,14379.63,2324919.19
c1d89002648cd15e8a561c64265957d95728fe36,miquel-cabanas,8/1/2015,14379.63,2339298.82
29ffa2a474f98d437c0a3338862d5952a1355909,Miquel Cabañas Egaña,7/1/2015,14379.63,2353678.45
48dc711e68e5b7fb53e6723360f8c91c301bda4a,Kovah,6/1/2015,14374.47,2368052.92
998c0fc153dd42f83aad7cddf60c9461bb2bd2a0,Kovah,5/1/2015,14374.47,2382427.39
1a297340ab27a3e003c4bfadf57cafc783de867c,Kovah,4/1/2015,14379.63,2396807.02
5d0f06a0420bcdfb0539f0d36d9bdae5188f82ba,miquel-cabanas,3/1/2015,14374.47,2411181.49
f1131311b02b7626e93842683c32dbeb7da60f4e,Kovah,29/12/2014,14377.05,2425558.54
fa141d13f174a7ca36352a97422f72390db18e05,Kovah,28/12/2014,14371.89,2439930.43
73174b2a2d0fef0496531f52f4b300fcb0ed9bc5,Kovah,26/12/2014,14377.05,2454307.48
e35177aaa59e0f87b622fba6b83c5d42846fc822,Kovah,23/12/2014,14371.89,2468679.37
16e27a47447898b314843299c831a74edb2ec1df,Piero Steinger,22/12/2014,14374.47,2483053.84
23a3a687751b1af2a18ccc4ef5cee5cb3d9c15e1,Kovah,21/12/2014,14371.89,2497425.73
9b7b54e2aa26fae8a3fea40353f1896a8b7f66e7,Kovah,18/12/2014,14371.89,2511797.62
b4eb40da8726446ca652bf27bd4c9a1c93ead78a,Piero Steinger,12/12/2014,14374.47,2526172.09
6ae48dbf5ce3ae32c02e221d9bb2c6acb918c7c9,Jadaw1n,5/12/2014,14371.89,2540543.98
cef1b135f3f37409f318713e7202dc41b1054984,L.C. Karssen,4/12/2014,14371.89,2554915.87
2f01a22860d042a0f03941a361422afdf224d8f4,Kovah,26/11/2014,14374.47,2569290.34
4b461f8f745c86e184ceef5de10c3bb602c1659f,Piero Steinger,14/11/2014,14371.89,2583662.23
77db2658a41ac5741415bd44b5e767c6c6c16a9f,Piero Steinger,11/11/2014,14374.47,2598036.7
d59bb1f4f90977e203d49627caa071cd1002422d,Kovah,9/11/2014,14371.89,2612408.59
b083b7a78f659d728609af75348e52ebaf04409c,Kovah,7/11/2014,14371.89,2626780.48
a84c81362a9d229b9a156260b85745164206299c,Jadaw1n,6/11/2014,14371.89,2641152.37
6bd23e21e5f7cb804f72cf955803e24abdf3204c,Kovah,4/11/2014,14371.89,2655524.26
c68748c3cd3eb9319d9493c014e06a23f2286b69,Kovah,26/10/2014,14361.57,2669885.83
7cfebb2fd3266fe80558780d5a898e9a7eaea8e3,Kovah,25/10/2014,14361.57,2684247.4
0511b270efec15099317fae12bfca43d4e9c5548,Kovah,15/10/2014,13538.61,2697786.01
9f53da5b4cffc7cee754d352243a75d680882402,Piero Steinger,14/10/2014,13538.61,2711324.62
b75b431ea59da0b9916ddf5b2bfb95ba3bef69d0,Kovah,12/10/2014,13538.61,2724863.23
9e8abcf2ebb853a486e8aec9f0a1a0187d2bb303,Kovah,9/10/2014,13538.61,2738401.84
7a76395234b34c94da4cddcc3e3dc798cf7f0ed8,Kovah,4/10/2014,13538.61,2751940.45
e1ae35a2f6f2800163e5f1dc0b3cf6a94916e178,b3rn475,3/10/2014,13538.61,2765479.06
8821ff2f1d82ac4deb9836b96a4a2371f837380e,Kovah,27/9/2014,13538.61,2779017.67
30eab145eee3d7d8ba3addfe9534064cc5238992,Kovah,8/9/2014,13543.53,2792561.2
96067274e125c558c041299969addbf11727ee79,Kovah,4/9/2014,13538.61,2806099.81
ea42cc045df18206a840837a823b7e1b7d766336,Kovah,29/8/2014,13538.61,2819638.42
9b89b8d1c4375c6d64aa2b9baba1f2c7c3cf1278,Kovah,28/8/2014,13543.53,2833181.95
5d54ad9fdf1edbc2c62c378d495dd35e85393cf0,Piero Steinger,25/8/2014,13543.53,2846725.48
5fbe536a9241634ef4709a09299d2c8531689032,Kovah,24/8/2014,13543.53,2860269.01
a750e8c4398b1086916967fd296989f4b5450aeb,Kovah,23/8/2014,13543.53,2873812.54
6b1675fbf01f51fbe8d0d2491d2fce46063fd2a8,Piero Steinger,22/8/2014,13543.53,2887356.07
183b3e3efc7e3792161cfe261537cb18ebc43815,Piero Steinger,21/8/2014,13543.53,2900899.6
ec1edbc3094594e1c0b65ab1f2ef83c2568ab7b4,Foster McLane,13/8/2014,13542.3,2914441.9
373812e6ef7f44466a276d03ce8d5cf68945872b,Kovah,11/8/2014,13543.53,2927985.43
472ba7dfd63f495880bbbebedd0bdd36515698dc,Kovah,10/8/2014,13543.53,2941528.96
b09549913fb4f6bd2e73eb0bd89b47ea7b42ef07,Kovah,7/8/2014,13543.53,2955072.49
a28137cf325bc675084927173f894110ecb6d08e,Winter Faulk,5/8/2014,13542.3,2968614.79
cdf190d68926a84a9c7af27ed41ae30a8eabb999,Kovah,4/8/2014,13542.3,2982157.09
4677959bc133b36ca0d7837e5de813972a6f7f7a,Winter Faulk,1/8/2014,13542.3,2995699.39
0e46a594e3fc890cf055978a582647f01e37f6b7,Kovah,24/7/2014,13542.3,3009241.69
8ac6b7e528589d5b6eea108ac5b076d13123a1c2,Kovah,23/7/2014,13542.3,3022783.99
dece25a9dd7c40bb52d5b00b6458930ef0e0e8f1,Kovah,17/7/2014,13542.3,3036326.29
5af51d207cd19706e0685c1fa872715074ec35e1,Kovah,12/7/2014,13542.3,3049868.59
3c979273062b9245859a23953082f0767d35eced,Kovah,11/7/2014,13542.3,3063410.89
a32329cf5dc6aec737ddf1691ea03cb0a825adbb,Kovah,6/7/2014,13542.3,3076953.19
e7d4325c78fe11e134503e9b07f1e199f9de342e,Kovah,29/6/2014,13542.3,3090495.49
48f06811f9f4eb9bc84efeab15197c3317ecefab,Kovah,28/6/2014,13542.3,3104037.79
1637231817beede12b021ccd4f1a3a3c0e3f67bf,Kovah,18/6/2014,0,3104037.79
a14a1c82f98e59a8120b92487bc70c478a323c5b,Kovah,13/6/2014,13542.3,3117580.09
a0b0f30b72ba81ecf1fd0eb9e83abe8f635e44de,Kovah,12/6/2014,13537.12,3131117.21
1dbf2d190f336fc4a3a8fd9978a3d45003527553,Kovah,4/6/2014,13537.12,3144654.33
bf988747d1530486d36082221109a6f1fcf08b41,Kovah,30/5/2014,13537.12,3158191.45
